#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=Townes-Brocks syndrome (TBS) is an autosomal dominant disorder with multiple malformations and variable expression. Major findings include external ear anomalies, hearing loss, preaxial polydactyly and triphalangeal thumbs, imperforate anus, and renal malformations. Most patients with Townes-Brocks syndrome have normal intelligence, although mental retardation has been noted in a few.
1-1	0-6	Townes	_
1-2	6-7	-	_
1-3	7-13	Brocks	_
1-5	14-22	syndrome	_
1-7	23-24	(	_
1-8	24-27	TBS	_
1-9	27-28	)	_
1-11	29-31	is	_
1-13	32-34	an	_
1-15	35-44	autosomal	HPO[0]
1-17	45-53	dominant	HPO[0]
1-19	54-62	disorder	_
1-21	63-67	with	_
1-23	68-76	multiple	_
1-25	77-90	malformations	_
1-27	91-94	and	_
1-29	95-103	variable	_
1-31	104-114	expression	_
1-32	114-115	.	_
1-34	116-121	Major	_
1-36	122-130	findings	_
1-38	131-138	include	_
1-40	139-147	external	_
1-42	148-151	ear	HPO[1]
1-44	152-161	anomalies	HPO[1]
1-45	161-162	,	_
1-47	163-170	hearing	HPO[2]
1-49	171-175	loss	HPO[2]
1-50	175-176	,	_
1-52	177-185	preaxial	HPO[3]
1-54	186-197	polydactyly	HPO[3]|HPO[4]
1-56	198-201	and	_
1-58	202-215	triphalangeal	HPO[5]
1-60	216-222	thumbs	HPO[5]
1-61	222-223	,	_
1-63	224-235	imperforate	HPO[6]
1-65	236-240	anus	HPO[6]
1-66	240-241	,	_
1-68	242-245	and	_
1-70	246-251	renal	_
1-72	252-265	malformations	_
1-73	265-266	.	_
1-75	267-271	Most	_
1-77	272-280	patients	_
1-79	281-285	with	_
1-81	286-292	Townes	_
1-82	292-293	-	_
1-83	293-299	Brocks	_
1-85	300-308	syndrome	_
1-87	309-313	have	_
1-89	314-320	normal	_
1-91	321-333	intelligence	_
1-92	333-334	,	_
1-94	335-343	although	_
1-96	344-350	mental	HPO[7]
1-98	351-362	retardation	HPO[7]
1-100	363-366	has	_
1-102	367-371	been	_
1-104	372-377	noted	_
1-106	378-380	in	_
1-108	381-382	a	_
1-110	383-386	few	_
1-111	386-387	.	_
