#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=This is a report on a child with sensorineural deafness, imperforate anus with rectovaginal fistula, hypoplastic thumb, and congenital heart defect. This pattern of congenital anomalies is similar to that described in patients with the Townes-Brocks syndrome, although the present patient has characteristics that have not been reported previously in this syndrome. It is proposed that the clinical spectrum of the Townes-Brocks syndrome must be extended to include congenital heart defect, auricular changes differing from those previously described, and anomalies of other internal organs. The syndrome is an autosomal dominant trait. The present case may represent a de novo mutation.
1-1	0-4	This	_
1-3	5-7	is	_
1-5	8-9	a	_
1-7	10-16	report	_
1-9	17-19	on	_
1-11	20-21	a	_
1-13	22-27	child	_
1-15	28-32	with	_
1-17	33-46	sensorineural	HPO[0]
1-19	47-55	deafness	HPO[0]|HPO[1]
1-20	55-56	,	_
1-22	57-68	imperforate	HPO[2]
1-24	69-73	anus	HPO[2]
1-26	74-78	with	_
1-28	79-91	rectovaginal	HPO[3]
1-30	92-99	fistula	HPO[3]
1-31	99-100	,	_
1-33	101-112	hypoplastic	HPO[4]
1-35	113-118	thumb	HPO[4]
1-36	118-119	,	_
1-38	120-123	and	_
1-40	124-134	congenital	HPO[5]
1-42	135-140	heart	HPO[5]
1-44	141-147	defect	HPO[5]
1-45	147-148	.	_
1-47	149-153	This	_
1-49	154-161	pattern	_
1-51	162-164	of	_
1-53	165-175	congenital	_
1-55	176-185	anomalies	_
1-57	186-188	is	_
1-59	189-196	similar	_
1-61	197-199	to	_
1-63	200-204	that	_
1-65	205-214	described	_
1-67	215-217	in	_
1-69	218-226	patients	_
1-71	227-231	with	_
1-73	232-235	the	_
1-75	236-242	Townes	_
1-76	242-243	-	_
1-77	243-249	Brocks	_
1-79	250-258	syndrome	_
1-80	258-259	,	_
1-82	260-268	although	_
1-84	269-272	the	_
1-86	273-280	present	_
1-88	281-288	patient	_
1-90	289-292	has	_
1-92	293-308	characteristics	_
1-94	309-313	that	_
1-96	314-318	have	_
1-98	319-322	not	_
1-100	323-327	been	_
1-102	328-336	reported	_
1-104	337-347	previously	_
1-106	348-350	in	_
1-108	351-355	this	_
1-110	356-364	syndrome	_
1-111	364-365	.	_
1-113	366-368	It	_
1-115	369-371	is	_
1-117	372-380	proposed	_
1-119	381-385	that	_
1-121	386-389	the	_
1-123	390-398	clinical	_
1-125	399-407	spectrum	_
1-127	408-410	of	_
1-129	411-414	the	_
1-131	415-421	Townes	_
1-132	421-422	-	_
1-133	422-428	Brocks	_
1-135	429-437	syndrome	_
1-137	438-442	must	_
1-139	443-445	be	_
1-141	446-454	extended	_
1-143	455-457	to	_
1-145	458-465	include	_
1-147	466-476	congenital	HPO[6]
1-149	477-482	heart	HPO[6]
1-151	483-489	defect	HPO[6]
1-152	489-490	,	_
1-154	491-500	auricular	_
1-156	501-508	changes	_
1-158	509-518	differing	_
1-160	519-523	from	_
1-162	524-529	those	_
1-164	530-540	previously	_
1-166	541-550	described	_
1-167	550-551	,	_
1-169	552-555	and	_
1-171	556-565	anomalies	_
1-173	566-568	of	_
1-175	569-574	other	_
1-177	575-583	internal	_
1-179	584-590	organs	_
1-180	590-591	.	_
1-182	592-595	The	_
1-184	596-604	syndrome	_
1-186	605-607	is	_
1-188	608-610	an	_
1-190	611-620	autosomal	HPO[7]
1-192	621-629	dominant	HPO[7]
1-194	630-635	trait	_
1-195	635-636	.	_
1-197	637-640	The	_
1-199	641-648	present	_
1-201	649-653	case	_
1-203	654-657	may	_
1-205	658-667	represent	_
1-207	668-669	a	_
1-209	670-672	de	_
1-211	673-677	novo	_
1-213	678-686	mutation	_
1-214	686-687	.	_
