#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=We compared epilepsy phenotypes with genotypes of Angelman syndrome (AS), including chromosome 15q11-13 deletions (class I), uniparental disomy (class II), methylation imprinting abnormalities (class III), and mutation in the UBE3A gene (class IV). Twenty patients were prospectively selected based on clinical cytogenetic and molecular diagnosis of AS. All patients had 6 to 72 hours of closed-circuit television videotaping and digitized electroencephalogrpahic (EEG) telemetry. Patients from all genotypic classes had characteristic EEGs with diffuse bifrontally dominant high-amplitude 1- to 3-Hz notched or triphasic or polyphasic slow waves, or slow and sharp waves. Class I patients had severe intractable epilepsy, most frequently with atypical absences and myoclonias and less frequently with generalized extensor tonic seizures or flexor spasms. Epileptic spasms were recorded in AS patients as old as 41 years. Aged-matched class II, III, and IV patients had either no epilepsy or drug-responsive mild epilepsy with relatively infrequent atypical absences, myoclonias, or atonic seizures. In conclusion, maternally inherited chromosome 15q11-13 deletions produce severe epilepsy. Loss-of-function UBE3A mutations, uniparental disomy, or methylation imprint abnormalities in AS are associated with relatively mild epilepsy. Involvement of other genes in the chromosome 15q11-13 deletion, such as GABRB3, may explain severe epilepsy in AS.
1-1	0-2	We	_
1-3	3-11	compared	_
1-5	12-20	epilepsy	HPO[0]
1-7	21-31	phenotypes	_
1-9	32-36	with	_
1-11	37-46	genotypes	_
1-13	47-49	of	_
1-15	50-58	Angelman	_
1-17	59-67	syndrome	_
1-19	68-69	(	_
1-20	69-71	AS	_
1-21	71-73	),	_
1-23	74-83	including	_
1-25	84-94	chromosome	_
1-27	95-100	15q11	_
1-28	100-101	-	_
1-29	101-103	13	_
1-31	104-113	deletions	_
1-33	114-115	(	_
1-34	115-120	class	_
1-36	121-122	I	_
1-37	122-124	),	_
1-39	125-136	uniparental	_
1-41	137-143	disomy	_
1-43	144-145	(	_
1-44	145-150	class	_
1-46	151-153	II	_
1-47	153-155	),	_
1-49	156-167	methylation	_
1-51	168-178	imprinting	_
1-53	179-192	abnormalities	_
1-55	193-194	(	_
1-56	194-199	class	_
1-58	200-203	III	_
1-59	203-205	),	_
1-61	206-209	and	_
1-63	210-218	mutation	_
1-65	219-221	in	_
1-67	222-225	the	_
1-69	226-231	UBE3A	_
1-71	232-236	gene	_
1-73	237-238	(	_
1-74	238-243	class	_
1-76	244-246	IV	_
1-77	246-248	).	_
1-79	249-255	Twenty	_
1-81	256-264	patients	_
1-83	265-269	were	_
1-85	270-283	prospectively	_
1-87	284-292	selected	_
1-89	293-298	based	_
1-91	299-301	on	_
1-93	302-310	clinical	_
1-95	311-322	cytogenetic	_
