#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=An EEG study has been carried out on 19 children (including siblings in 3 families) with clinical features of Angelman syndrome. The age at time of the first EEG ranged from 11 months to 11 years with the majority under 5 years. Six children had no history of seizures at the time of the first EEG. One or more of the following EEG abnormalities were seen in all patients: 1. Persistent rhythmic 4-6/s activities reaching more than 200 microV not associated with drowsiness. 2. Prolonged runs of rhythmic 2-3/s activity (200-500 microV) often more prominent anteriorly, sometimes associated with discharges (ill-defined spike/wave complexes). 3. Spikes mixed with 3-4/s components usually more than 200 microV mainly posteriorly and facilitated by, or only seen with, eye closure. Two and sometimes three of these EEG features could be present in the same record particularly at a young age. The appearance of discharges mixed with slow components on eye closure was the commonest finding seen at some stage in 17 patients (aged from 11 months to over 12 years). The EEG features of Angelman syndrome appear to be sufficiently characteristic to help identify patients at an early age before the clinical features become obvious and at a time when genetic counselling may be particularly important.
1-1	0-2	An	_
1-3	3-6	EEG	_
1-5	7-12	study	_
1-7	13-16	has	_
1-9	17-21	been	_
1-11	22-29	carried	_
1-13	30-33	out	_
1-15	34-36	on	_
1-17	37-39	19	_
1-19	40-48	children	_
1-21	49-50	(	_
1-22	50-59	including	_
1-24	60-68	siblings	_
1-26	69-71	in	_
1-28	72-73	3	_
1-30	74-82	families	_
1-31	82-83	)	_
1-33	84-88	with	_
1-35	89-97	clinical	_
1-37	98-106	features	_
1-39	107-109	of	_
1-41	110-118	Angelman	_
1-43	119-127	syndrome	_
1-44	127-128	.	_
1-46	129-132	The	_
1-48	133-136	age	_
1-50	137-139	at	_
1-52	140-144	time	_
1-54	145-147	of	_
1-56	148-151	the	_
1-58	152-157	first	_
1-60	158-161	EEG	_
1-62	162-168	ranged	_
1-64	169-173	from	_
1-66	174-176	11	_
1-68	177-183	months	_
1-70	184-186	to	_
1-72	187-189	11	_
1-74	190-195	years	_
1-76	196-200	with	_
1-78	201-204	the	_
1-80	205-213	majority	_
1-82	214-219	under	_
1-84	220-221	5	_
1-86	222-227	years	_
1-87	227-228	.	_
1-89	229-232	Six	_
1-91	233-241	children	_
1-93	242-245	had	_
1-95	246-248	no	_
1-97	249-256	history	_
1-99	257-259	of	_
1-101	260-268	seizures	HPO[0]
1-103	269-271	at	_
1-105	272-275	the	_
1-107	276-280	time	_
1-109	281-283	of	_
1-111	284-287	the	_
1-113	288-293	first	_
1-115	294-297	EEG	_
1-116	297-298	.	_
1-118	299-302	One	_
1-120	303-305	or	_
1-122	306-310	more	_
1-124	311-313	of	_
1-126	314-317	the	_
1-128	318-327	following	_
1-130	328-331	EEG	HPO[1]
1-132	332-345	abnormalities	HPO[1]
1-134	346-350	were	_
1-136	351-355	seen	_
1-138	356-358	in	_
1-140	359-362	all	_
1-142	363-371	patients	_
1-143	371-372	:	_
1-145	373-374	1	_
1-146	374-375	.	_
1-148	376-386	Persistent	_
1-150	387-395	rhythmic	_
1-152	396-397	4	_
1-153	397-398	-	_
1-154	398-399	6	_
1-155	399-400	/	_
1-156	400-401	s	_
1-158	402-412	activities	_
1-160	413-421	reaching	_
1-162	422-426	more	_
1-164	427-431	than	_
1-166	432-435	200	_
1-168	436-442	microV	_
1-170	443-446	not	_
1-172	447-457	associated	_
1-174	458-462	with	_
1-176	463-473	drowsiness	HPO[2]
1-177	473-474	.	_
1-179	475-476	2	_
1-180	476-477	.	_
1-182	478-487	Prolonged	HPO[3]
1-184	488-492	runs	_
1-186	493-495	of	_
1-188	496-504	rhythmic	_
1-190	505-506	2	_
1-191	506-507	-	_
1-192	507-508	3	_
1-193	508-509	/	_
1-194	509-510	s	_
