#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=A female with cystic fibrosis and short stature was investigated for molecular or cytogenetic abnormalities that might explain the combined phenotype. Analysis with polymorphic DNA markers indicated that the father did not contribute alleles to the propositus for markers near the CF locus or for centromeric markers on chromosome 7. High-resolution cytogenetic analysis was normal, and the result could not be explained on the basis of nonpaternity or a submicroscopic deletion. All of the data indicate that the propositus inherited two identical copies of maternal sequences for much or all of chromosome 7. The occurrence of uniparental disomy could be explained by models postulating postfertilization error, gamete complementation, monosomic conception with subsequent chromosome gain, or trisomic conception followed by chromosome loss. Uniparental disomy in an individual with a normal chromosome analysis is a novel mechanism for the occurrence of human genetic disease.
1-1	0-1	A	_
1-3	2-8	female	_
1-5	9-13	with	_
1-7	14-20	cystic	_
1-9	21-29	fibrosis	_
1-11	30-33	and	_
1-13	34-39	short	HPO[0]
1-15	40-47	stature	HPO[0]
1-17	48-51	was	_
1-19	52-64	investigated	_
1-21	65-68	for	_
1-23	69-78	molecular	_
1-25	79-81	or	_
1-27	82-93	cytogenetic	_
1-29	94-107	abnormalities	_
1-31	108-112	that	_
1-33	113-118	might	_
1-35	119-126	explain	_
1-37	127-130	the	_
1-39	131-139	combined	_
1-41	140-149	phenotype	_
1-42	149-150	.	_
1-44	151-159	Analysis	_
1-46	160-164	with	_
1-48	165-176	polymorphic	_
1-50	177-180	DNA	_
1-52	181-188	markers	_
1-54	189-198	indicated	_
1-56	199-203	that	_
1-58	204-207	the	_
1-60	208-214	father	_
1-62	215-218	did	_
1-64	219-222	not	_
1-66	223-233	contribute	_
1-68	234-241	alleles	_
1-70	242-244	to	_
1-72	245-248	the	_
1-74	249-259	propositus	_
1-76	260-263	for	_
1-78	264-271	markers	_
1-80	272-276	near	_
1-82	277-280	the	_
1-84	281-283	CF	_
1-86	284-289	locus	_
1-88	290-292	or	_
1-90	293-296	for	_
1-92	297-308	centromeric	_
1-94	309-316	markers	_
1-96	317-319	on	_
1-98	320-330	chromosome	_
1-100	331-332	7	_
1-101	332-333	.	_
1-103	334-338	High	_
1-104	338-339	-	_
1-105	339-349	resolution	_
1-107	350-361	cytogenetic	_
1-109	362-370	analysis	_
1-111	371-374	was	_
1-113	375-381	normal	_
1-114	381-382	,	_
1-116	383-386	and	_
1-118	387-390	the	_
1-120	391-397	result	_
1-122	398-403	could	_
1-124	404-407	not	_
1-126	408-410	be	_
1-128	411-420	explained	_
1-130	421-423	on	_
1-132	424-427	the	_
1-134	428-433	basis	_
1-136	434-436	of	_
1-138	437-449	nonpaternity	_
1-140	450-452	or	_
1-142	453-454	a	_
1-144	455-469	submicroscopic	_
1-146	470-478	deletion	_
1-147	478-479	.	_
1-149	480-483	All	_
1-151	484-486	of	_
1-153	487-490	the	_
1-155	491-495	data	_
1-157	496-504	indicate	_
1-159	505-509	that	_
1-161	510-513	the	_
1-163	514-524	propositus	_
1-165	525-534	inherited	_
1-167	535-538	two	_
1-169	539-548	identical	_
1-171	549-555	copies	_
1-173	556-558	of	_
1-175	559-567	maternal	_
1-177	568-577	sequences	_
1-179	578-581	for	_
1-181	582-586	much	_
1-183	587-589	or	_
1-185	590-593	all	_
1-187	594-596	of	_
1-189	597-607	chromosome	_
1-191	608-609	7	_
1-192	609-610	.	_
1-194	611-614	The	_
1-196	615-625	occurrence	_
1-198	626-628	of	_
1-200	629-640	uniparental	_
1-202	641-647	disomy	_
1-204	648-653	could	_
1-206	654-656	be	_
1-208	657-666	explained	_
1-210	667-669	by	_
1-212	670-676	models	_
1-214	677-688	postulating	_
1-216	689-706	postfertilization	_
1-218	707-712	error	_
1-219	712-713	,	_
1-221	714-720	gamete	_
1-223	721-736	complementation	_
1-224	736-737	,	_
1-226	738-747	monosomic	_
1-228	748-758	conception	_
1-230	759-763	with	_
1-232	764-774	subsequent	_
1-234	775-785	chromosome	_
1-236	786-790	gain	_
1-237	790-791	,	_
1-239	792-794	or	_
1-241	795-803	trisomic	_
1-243	804-814	conception	_
1-245	815-823	followed	_
1-247	824-826	by	_
1-249	827-837	chromosome	_
1-251	838-842	loss	_
1-252	842-843	.	_
1-254	844-855	Uniparental	_
1-256	856-862	disomy	_
1-258	863-865	in	_
1-260	866-868	an	_
1-262	869-879	individual	_
1-264	880-884	with	_
1-266	885-886	a	_
1-268	887-893	normal	_
1-270	894-904	chromosome	_
1-272	905-913	analysis	_
1-274	914-916	is	_
1-276	917-918	a	_
1-278	919-924	novel	_
1-280	925-934	mechanism	_
1-282	935-938	for	_
1-284	939-942	the	_
1-286	943-953	occurrence	_
1-288	954-956	of	_
1-290	957-962	human	_
1-292	963-970	genetic	_
1-294	971-978	disease	_
1-295	978-979	.	_
