#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=We report a girl aged 11 and her brother aged five, both with the typical features of Angelman syndrome, and three isolated cases. This report, together with a review of published reports and contact with previous authors, has revealed a total of 41 sibs of probands, although only nine of these are known to have been later born. The possible effect of voluntary restriction of family size after the birth of an affected child is discussed in relation to the possibility of autosomal recessive inheritance, but a recurrence risk of 5% is appropriate for use in the genetic clinic.
1-1	0-2	We	_
1-3	3-9	report	_
1-5	10-11	a	_
1-7	12-16	girl	_
1-9	17-21	aged	_
1-11	22-24	11	_
1-13	25-28	and	_
1-15	29-32	her	_
1-17	33-40	brother	_
1-19	41-45	aged	_
1-21	46-50	five	_
1-22	50-51	,	_
1-24	52-56	both	_
1-26	57-61	with	_
1-28	62-65	the	_
1-30	66-73	typical	_
1-32	74-82	features	_
1-34	83-85	of	_
1-36	86-94	Angelman	_
1-38	95-103	syndrome	_
1-39	103-104	,	_
1-41	105-108	and	_
1-43	109-114	three	_
1-45	115-123	isolated	HPO[0]
1-47	124-129	cases	HPO[0]
1-48	129-130	.	_
1-50	131-135	This	_
1-52	136-142	report	_
1-53	142-143	,	_
1-55	144-152	together	_
1-57	153-157	with	_
1-59	158-159	a	_
1-61	160-166	review	_
1-63	167-169	of	_
1-65	170-179	published	_
1-67	180-187	reports	_
1-69	188-191	and	_
1-71	192-199	contact	_
1-73	200-204	with	_
1-75	205-213	previous	_
1-77	214-221	authors	_
1-78	221-222	,	_
1-80	223-226	has	_
1-82	227-235	revealed	_
1-84	236-237	a	_
1-86	238-243	total	_
1-88	244-246	of	_
1-90	247-249	41	_
1-92	250-254	sibs	_
1-94	255-257	of	_
1-96	258-266	probands	_
1-97	266-267	,	_
1-99	268-276	although	_
1-101	277-281	only	_
1-103	282-286	nine	_
1-105	287-289	of	_
1-107	290-295	these	_
1-109	296-299	are	_
1-111	300-305	known	_
1-113	306-308	to	_
1-115	309-313	have	_
1-117	314-318	been	_
1-119	319-324	later	_
1-121	325-329	born	_
1-122	329-330	.	_
1-124	331-334	The	_
1-126	335-343	possible	_
1-128	344-350	effect	_
1-130	351-353	of	_
1-132	354-363	voluntary	_
1-134	364-375	restriction	_
1-136	376-378	of	_
1-138	379-385	family	_
1-140	386-390	size	_
1-142	391-396	after	_
1-144	397-400	the	_
1-146	401-406	birth	_
1-148	407-409	of	_
1-150	410-412	an	_
1-152	413-421	affected	_
1-154	422-427	child	_
1-156	428-430	is	_
1-158	431-440	discussed	_
1-160	441-443	in	_
1-162	444-452	relation	_
1-164	453-455	to	_
1-166	456-459	the	_
1-168	460-471	possibility	_
1-170	472-474	of	_
1-172	475-484	autosomal	HPO[1]|HPO[2]
1-174	485-494	recessive	HPO[1]|HPO[2]
1-176	495-506	inheritance	HPO[2]|HPO[3]
1-177	506-507	,	_
1-179	508-511	but	_
1-181	512-513	a	_
1-183	514-524	recurrence	_
1-185	525-529	risk	_
1-187	530-532	of	_
1-189	533-534	5	_
1-190	534-535	%	_
1-192	536-538	is	_
1-194	539-550	appropriate	_
1-196	551-554	for	_
1-198	555-558	use	_
1-200	559-561	in	_
1-202	562-565	the	_
1-204	566-573	genetic	_
1-206	574-580	clinic	_
1-207	580-581	.	_
