#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=Branchio-oto-renal dysplasia, often called the BOR syndrome, in its full expression consists of hearing loss of conductive, sensorineural, or mixed type; preauricular pits; auricular deformities; lateral cervical sinuses, cysts, or fistulas; and renal malformations. The condition is inherited in an autosomal dominant mode. The findings in three affected families are described, and pertinent genetic and clinical aspects are discussed. The potential seriousness of the renal and aural malformations stresses the importance of early recognition of this syndrome.
1-1	0-8	Branchio	_
1-2	8-9	-	_
1-3	9-12	oto	_
1-4	12-13	-	_
1-5	13-18	renal	_
1-7	19-28	dysplasia	_
1-8	28-29	,	_
1-10	30-35	often	_
1-12	36-42	called	_
1-14	43-46	the	_
1-16	47-50	BOR	_
1-18	51-59	syndrome	_
1-19	59-60	,	_
1-21	61-63	in	_
1-23	64-67	its	_
1-25	68-72	full	_
1-27	73-83	expression	_
1-29	84-92	consists	_
1-31	93-95	of	_
1-33	96-103	hearing	HPO[0]
1-35	104-108	loss	HPO[0]
1-37	109-111	of	_
1-39	112-122	conductive	_
1-40	122-123	,	_
1-42	124-137	sensorineural	_
1-43	137-138	,	_
1-45	139-141	or	_
1-47	142-147	mixed	_
1-49	148-152	type	_
1-50	152-153	;	_
1-52	154-166	preauricular	HPO[1]
1-54	167-171	pits	HPO[1]
1-55	171-172	;	_
1-57	173-182	auricular	_
1-59	183-194	deformities	_
1-60	194-195	;	_
1-62	196-203	lateral	HPO[2]
1-64	204-212	cervical	_
1-66	213-220	sinuses	_
1-67	220-221	,	_
1-69	222-227	cysts	_
1-70	227-228	,	_
1-72	229-231	or	_
1-74	232-240	fistulas	_
1-75	240-241	;	_
1-77	242-245	and	_
1-79	246-251	renal	_
1-81	252-265	malformations	_
1-82	265-266	.	_
1-84	267-270	The	_
1-86	271-280	condition	_
1-88	281-283	is	_
1-90	284-293	inherited	_
1-92	294-296	in	_
1-94	297-299	an	_
1-96	300-309	autosomal	HPO[3]
1-98	310-318	dominant	HPO[3]
1-100	319-323	mode	_
1-101	323-324	.	_
1-103	325-328	The	_
1-105	329-337	findings	_
1-107	338-340	in	_
1-109	341-346	three	_
1-111	347-355	affected	_
1-113	356-364	families	_
1-115	365-368	are	_
1-117	369-378	described	_
1-118	378-379	,	_
1-120	380-383	and	_
1-122	384-393	pertinent	_
1-124	394-401	genetic	_
1-126	402-405	and	_
1-128	406-414	clinical	_
1-130	415-422	aspects	_
1-132	423-426	are	_
1-134	427-436	discussed	_
1-135	436-437	.	_
1-137	438-441	The	_
1-139	442-451	potential	_
1-141	452-463	seriousness	_
1-143	464-466	of	_
1-145	467-470	the	_
1-147	471-476	renal	_
1-149	477-480	and	_
1-151	481-486	aural	_
1-153	487-500	malformations	_
1-155	501-509	stresses	_
1-157	510-513	the	_
1-159	514-524	importance	_
1-161	525-527	of	_
1-163	528-533	early	_
1-165	534-545	recognition	_
1-167	546-548	of	_
1-169	549-553	this	_
1-171	554-562	syndrome	_
1-172	562-563	.	_
