#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=There are many potential complications which have been reported in association with the naevoid basal cell carcinoma syndrome. We have been able to show the relative frequencies of these problems in a population based study of 84 cases in the north west of England. The major complications of basal cell carcinomas and jaw cysts occur in over 90% of patients by 40 years of age, but may both occur before 10 years of age. Less well described complications are ovarian calcification or fibroma (24%), medulloblastoma (5%), cardiac fibroma (3%), cleft palate (5%), and ophthalmic abnormalities such as squint or cataract (26%). This study more clearly defines the possible complications of the syndrome and gives clearer guidelines for counselling and screening affected and at risk persons.
1-1	0-5	There	_
1-3	6-9	are	_
1-5	10-14	many	_
1-7	15-24	potential	_
1-9	25-38	complications	_
1-11	39-44	which	_
1-13	45-49	have	_
1-15	50-54	been	_
1-17	55-63	reported	_
1-19	64-66	in	_
1-21	67-78	association	_
1-23	79-83	with	_
1-25	84-87	the	_
1-27	88-95	naevoid	_
1-29	96-101	basal	HPO[0]
1-31	102-106	cell	HPO[0]
1-33	107-116	carcinoma	HPO[0]|HPO[1]
1-35	117-125	syndrome	_
1-36	125-126	.	_
1-38	127-129	We	_
1-40	130-134	have	_
1-42	135-139	been	_
1-44	140-144	able	_
1-46	145-147	to	_
1-48	148-152	show	_
1-50	153-156	the	_
1-52	157-165	relative	_
1-54	166-177	frequencies	_
1-56	178-180	of	_
1-58	181-186	these	_
1-60	187-195	problems	_
1-62	196-198	in	_
1-64	199-200	a	_
1-66	201-211	population	_
1-68	212-217	based	_
1-70	218-223	study	_
1-72	224-226	of	_
1-74	227-229	84	_
1-76	230-235	cases	_
1-78	236-238	in	_
1-80	239-242	the	_
1-82	243-248	north	_
1-84	249-253	west	_
1-86	254-256	of	_
1-88	257-264	England	_
1-89	264-265	.	_
1-91	266-269	The	_
1-93	270-275	major	_
1-95	276-289	complications	_
1-97	290-292	of	_
1-99	293-298	basal	HPO[2]
1-101	299-303	cell	HPO[2]
1-103	304-314	carcinomas	HPO[2]
1-105	315-318	and	_
1-107	319-322	jaw	_
1-109	323-328	cysts	_
1-111	329-334	occur	_
1-113	335-337	in	_
1-115	338-342	over	_
1-117	343-345	90	_
1-118	345-346	%	_
1-120	347-349	of	_
1-122	350-358	patients	_
1-124	359-361	by	_
1-126	362-364	40	_
1-128	365-370	years	_
1-130	371-373	of	_
1-132	374-377	age	_
1-133	377-378	,	_
1-135	379-382	but	_
1-137	383-386	may	_
1-139	387-391	both	_
1-141	392-397	occur	_
1-143	398-404	before	_
1-145	405-407	10	_
1-147	408-413	years	_
1-149	414-416	of	_
1-151	417-420	age	_
1-152	420-421	.	_
1-154	422-426	Less	_
1-156	427-431	well	_
1-158	432-441	described	_
1-160	442-455	complications	_
1-162	456-459	are	_
1-164	460-467	ovarian	_
1-166	468-481	calcification	_
1-168	482-484	or	_
1-170	485-492	fibroma	HPO[3]
1-172	493-494	(	_
1-173	494-496	24	_
1-174	496-499	%),	_
1-176	500-515	medulloblastoma	HPO[4]
1-178	516-517	(	_
1-179	517-518	5	_
1-180	518-521	%),	_
1-182	522-529	cardiac	HPO[5]
1-184	530-537	fibroma	HPO[5]|HPO[6]
1-186	538-539	(	_
1-187	539-540	3	_
1-188	540-543	%),	_
1-190	544-549	cleft	HPO[7]
1-192	550-556	palate	HPO[7]
1-194	557-558	(	_
1-195	558-559	5	_
1-196	559-562	%),	_
1-198	563-566	and	_
1-200	567-577	ophthalmic	_
1-202	578-591	abnormalities	_
1-204	592-596	such	_
1-206	597-599	as	_
1-208	600-606	squint	HPO[8]
1-210	607-609	or	_
1-212	610-618	cataract	HPO[9]
1-214	619-620	(	_
1-215	620-622	26	_
1-216	622-625	%).	_
1-218	626-630	This	_
1-220	631-636	study	_
1-222	637-641	more	_
1-224	642-649	clearly	_
1-226	650-657	defines	_
1-228	658-661	the	_
1-230	662-670	possible	_
1-232	671-684	complications	_
1-234	685-687	of	_
1-236	688-691	the	_
1-238	692-700	syndrome	_
1-240	701-704	and	_
1-242	705-710	gives	_
1-244	711-718	clearer	_
1-246	719-729	guidelines	_
1-248	730-733	for	_
1-250	734-745	counselling	_
1-252	746-749	and	_
1-254	750-759	screening	_
1-256	760-768	affected	_
1-258	769-772	and	_
1-260	773-775	at	_
1-262	776-780	risk	_
1-264	781-788	persons	_
1-265	788-789	.	_
