#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=Prader-Willi and Angelman syndromes are 2 clinically distinct disorders associated with multiple anomalies and mental retardation. They are only discussed together because they share a similar and uncommon genetic basis: they involve genes that are located in the same region in the genome and are characterized by genetic imprinting. This normal process has contributed to these 2 complex and severe conditions through inactivation of 1 copy of the genes relevant to each disorder: the maternally derived copy of genes for Prader-Willi syndrome in proximal 15q are normally silent, and a paternally derived copy of 1 gene for Angelman syndrome in 15q is normally silent. For both disorders, when the normally active copy of the gene or genes is missing, abnormality results. Since the genes for these 2 disorders are located very close together, and since the center involved in inactivating the genes involved in imprinting may be the same, both these disorders usually result from the same chromosomal deletion; which disorder results depends on the parent of origin of the chromosome 15 that becomes deleted. Both Prader-Willi and Angelman syndrome can also occur as a result of having both members of the chromosome 15 pair derived from 1 parent, a condition known as uniparental disomy. Both can also result from a structural abnormality of the imprinting center, known as an imprinting mutation. In addition, Angelman syndrome can be caused by a mutation in the gene that causes it; a comparable cause is not present in Prader-Willi syndrome since it results from abnormality in more than 1 gene. Finally, despite the complexity of possible causes, all but the single gene mutation of the Angelman syndrome gene can be detected through methylation-sensitive DNA probes, since DNA methylation is the process by which the genes for these 2 disorders are imprinted. This unusual property of specific areas of the DNA holds promise for future treatment of these and other disorders related to imprinting through reversal of the imprinting process.
1-1	0-6	Prader	_
1-2	6-7	-	_
1-3	7-12	Willi	_
1-5	13-16	and	_
1-7	17-25	Angelman	_
1-9	26-35	syndromes	_
1-11	36-39	are	_
1-13	40-41	2	_
1-15	42-52	clinically	_
1-17	53-61	distinct	_
1-19	62-71	disorders	_
1-21	72-82	associated	_
1-23	83-87	with	_
1-25	88-96	multiple	_
1-27	97-106	anomalies	_
1-29	107-110	and	_
1-31	111-117	mental	HPO[0]
1-33	118-129	retardation	HPO[0]
1-34	129-130	.	_
1-36	131-135	They	_
1-38	136-139	are	_
1-40	140-144	only	_
1-42	145-154	discussed	_
1-44	155-163	together	_
1-46	164-171	because	_
1-48	172-176	they	_
1-50	177-182	share	_
1-52	183-184	a	_
1-54	185-192	similar	_
1-56	193-196	and	_
1-58	197-205	uncommon	_
1-60	206-213	genetic	_
1-62	214-219	basis	_
1-63	219-220	:	_
1-65	221-225	they	_
1-67	226-233	involve	_
1-69	234-239	genes	_
1-71	240-244	that	_
1-73	245-248	are	_
1-75	249-256	located	_
1-77	257-259	in	_
1-79	260-263	the	_
1-81	264-268	same	_
1-83	269-275	region	_
1-85	276-278	in	_
1-87	279-282	the	_
1-89	283-289	genome	_
1-91	290-293	and	_
1-93	294-297	are	_
1-95	298-311	characterized	_
1-97	312-314	by	_
1-99	315-322	genetic	_
1-101	323-333	imprinting	_
1-102	333-334	.	_
1-104	335-339	This	_
1-106	340-346	normal	_
1-108	347-354	process	_
1-110	355-358	has	_
1-112	359-370	contributed	_
1-114	371-373	to	_
1-116	374-379	these	_
1-118	380-381	2	_
1-120	382-389	complex	_
1-122	390-393	and	_
1-124	394-400	severe	HPO[1]
1-126	401-411	conditions	_
1-128	412-419	through	_
1-130	420-432	inactivation	_
1-132	433-435	of	_
1-134	436-437	1	_
1-136	438-442	copy	_
1-138	443-445	of	_
1-140	446-449	the	_
1-142	450-455	genes	_
1-144	456-464	relevant	_
1-146	465-467	to	_
1-148	468-472	each	_
1-150	473-481	disorder	_
1-151	481-482	:	_
1-153	483-486	the	_
1-155	487-497	maternally	_
1-157	498-505	derived	_
1-159	506-510	copy	_
1-161	511-513	of	_
1-163	514-519	genes	_
1-165	520-523	for	_
1-167	524-530	Prader	_
1-168	530-531	-	_
1-169	531-536	Willi	_
1-171	537-545	syndrome	_
1-173	546-548	in	_
1-175	549-557	proximal	HPO[2]
1-177	558-561	15q	_
1-179	562-565	are	_
1-181	566-574	normally	_
1-183	575-581	silent	_
1-184	581-582	,	_
1-186	583-586	and	_
1-188	587-588	a	_
1-190	589-599	paternally	_
1-192	600-607	derived	_
1-194	608-612	copy	_
1-196	613-615	of	_
1-198	616-617	1	_
1-200	618-622	gene	_
1-202	623-626	for	_
1-204	627-635	Angelman	_
1-206	636-644	syndrome	_
1-208	645-647	in	_
1-210	648-651	15q	_
1-212	652-654	is	_
1-214	655-663	normally	_
1-216	664-670	silent	_
1-217	670-671	.	_
1-219	672-675	For	_
1-221	676-680	both	_
1-223	681-690	disorders	_
1-224	690-691	,	_
1-226	692-696	when	_
1-228	697-700	the	_
1-230	701-709	normally	_
1-232	710-716	active	_
1-234	717-721	copy	_
1-236	722-724	of	_
1-238	725-728	the	_
1-240	729-733	gene	_
1-242	734-736	or	_
1-244	737-742	genes	_
1-246	743-745	is	_
1-248	746-753	missing	_
1-249	753-754	,	_
1-251	755-766	abnormality	_
1-253	767-774	results	_
1-254	774-775	.	_
1-256	776-781	Since	_
1-258	782-785	the	_
1-260	786-791	genes	_
1-262	792-795	for	_
1-264	796-801	these	_
1-266	802-803	2	_
1-268	804-813	disorders	_
1-270	814-817	are	_
1-272	818-825	located	_
1-274	826-830	very	_
1-276	831-836	close	_
1-278	837-845	together	_
1-279	845-846	,	_
1-281	847-850	and	_
1-283	851-856	since	_
1-285	857-860	the	_
1-287	861-867	center	_
1-289	868-876	involved	_
1-291	877-879	in	_
1-293	880-892	inactivating	_
1-295	893-896	the	_
1-297	897-902	genes	_
1-299	903-911	involved	_
1-301	912-914	in	_
1-303	915-925	imprinting	_
1-305	926-929	may	_
1-307	930-932	be	_
1-309	933-936	the	_
1-311	937-941	same	_
1-312	941-942	,	_
1-314	943-947	both	_
1-316	948-953	these	_
1-318	954-963	disorders	_
1-320	964-971	usually	_
1-322	972-978	result	_
1-324	979-983	from	_
1-326	984-987	the	_
1-328	988-992	same	_
1-330	993-1004	chromosomal	_
1-332	1005-1013	deletion	_
1-333	1013-1014	;	_
1-335	1015-1020	which	_
1-337	1021-1029	disorder	_
1-339	1030-1037	results	_
1-341	1038-1045	depends	_
1-343	1046-1048	on	_
1-345	1049-1052	the	_
1-347	1053-1059	parent	_
1-349	1060-1062	of	_
1-351	1063-1069	origin	_
1-353	1070-1072	of	_
1-355	1073-1076	the	_
1-357	1077-1087	chromosome	_
1-359	1088-1090	15	_
1-361	1091-1095	that	_
1-363	1096-1103	becomes	_
1-365	1104-1111	deleted	_
1-366	1111-1112	.	_
1-368	1113-1117	Both	_
1-370	1118-1124	Prader	_
1-371	1124-1125	-	_
1-372	1125-1130	Willi	_
1-374	1131-1134	and	_
1-376	1135-1143	Angelman	_
1-378	1144-1152	syndrome	_
1-380	1153-1156	can	_
1-382	1157-1161	also	_
1-384	1162-1167	occur	_
1-386	1168-1170	as	_
1-388	1171-1172	a	_
1-390	1173-1179	result	_
1-392	1180-1182	of	_
1-394	1183-1189	having	_
1-396	1190-1194	both	_
1-398	1195-1202	members	_
1-400	1203-1205	of	_
1-402	1206-1209	the	_
1-404	1210-1220	chromosome	_
1-406	1221-1223	15	_
1-408	1224-1228	pair	_
1-410	1229-1236	derived	_
1-412	1237-1241	from	_
1-414	1242-1243	1	_
1-416	1244-1250	parent	_
1-417	1250-1251	,	_
1-419	1252-1253	a	_
1-421	1254-1263	condition	_
1-423	1264-1269	known	_
1-425	1270-1272	as	_
1-427	1273-1284	uniparental	_
1-429	1285-1291	disomy	_
1-430	1291-1292	.	_
1-432	1293-1297	Both	_
1-434	1298-1301	can	_
1-436	1302-1306	also	_
1-438	1307-1313	result	_
1-440	1314-1318	from	_
1-442	1319-1320	a	_
1-444	1321-1331	structural	_
1-446	1332-1343	abnormality	_
1-448	1344-1346	of	_
1-450	1347-1350	the	_
1-452	1351-1361	imprinting	_
1-454	1362-1368	center	_
1-455	1368-1369	,	_
1-457	1370-1375	known	_
1-459	1376-1378	as	_
1-461	1379-1381	an	_
1-463	1382-1392	imprinting	_
1-465	1393-1401	mutation	_
1-466	1401-1402	.	_
1-468	1403-1405	In	_
1-470	1406-1414	addition	_
1-471	1414-1415	,	_
1-473	1416-1424	Angelman	_
1-475	1425-1433	syndrome	_
1-477	1434-1437	can	_
1-479	1438-1440	be	_
1-481	1441-1447	caused	_
1-483	1448-1450	by	_
1-485	1451-1452	a	_
1-487	1453-1461	mutation	_
1-489	1462-1464	in	_
1-491	1465-1468	the	_
1-493	1469-1473	gene	_
1-495	1474-1478	that	_
1-497	1479-1485	causes	_
1-499	1486-1488	it	_
1-500	1488-1489	;	_
1-502	1490-1491	a	_
1-504	1492-1502	comparable	_
1-506	1503-1508	cause	_
1-508	1509-1511	is	_
1-510	1512-1515	not	_
1-512	1516-1523	present	_
1-514	1524-1526	in	_
1-516	1527-1533	Prader	_
1-517	1533-1534	-	_
1-518	1534-1539	Willi	_
1-520	1540-1548	syndrome	_
1-522	1549-1554	since	_
1-524	1555-1557	it	_
1-526	1558-1565	results	_
1-528	1566-1570	from	_
1-530	1571-1582	abnormality	_
1-532	1583-1585	in	_
1-534	1586-1590	more	_
1-536	1591-1595	than	_
1-538	1596-1597	1	_
1-540	1598-1602	gene	_
1-541	1602-1603	.	_
1-543	1604-1611	Finally	_
1-544	1611-1612	,	_
1-546	1613-1620	despite	_
1-548	1621-1624	the	_
1-550	1625-1635	complexity	_
1-552	1636-1638	of	_
1-554	1639-1647	possible	_
1-556	1648-1654	causes	_
1-557	1654-1655	,	_
1-559	1656-1659	all	_
1-561	1660-1663	but	_
1-563	1664-1667	the	_
1-565	1668-1674	single	_
1-567	1675-1679	gene	_
1-569	1680-1688	mutation	_
1-571	1689-1691	of	_
1-573	1692-1695	the	_
1-575	1696-1704	Angelman	_
1-577	1705-1713	syndrome	_
1-579	1714-1718	gene	_
1-581	1719-1722	can	_
1-583	1723-1725	be	_
1-585	1726-1734	detected	_
1-587	1735-1742	through	_
1-589	1743-1754	methylation	_
1-590	1754-1755	-	_
1-591	1755-1764	sensitive	_
1-593	1765-1768	DNA	_
1-595	1769-1775	probes	_
1-596	1775-1776	,	_
1-598	1777-1782	since	_
1-600	1783-1786	DNA	_
1-602	1787-1798	methylation	_
1-604	1799-1801	is	_
1-606	1802-1805	the	_
1-608	1806-1813	process	_
1-610	1814-1816	by	_
1-612	1817-1822	which	_
1-614	1823-1826	the	_
1-616	1827-1832	genes	_
1-618	1833-1836	for	_
1-620	1837-1842	these	_
1-622	1843-1844	2	_
1-624	1845-1854	disorders	_
1-626	1855-1858	are	_
1-628	1859-1868	imprinted	_
1-629	1868-1869	.	_
1-631	1870-1874	This	_
1-633	1875-1882	unusual	_
1-635	1883-1891	property	_
1-637	1892-1894	of	_
1-639	1895-1903	specific	_
1-641	1904-1909	areas	_
1-643	1910-1912	of	_
1-645	1913-1916	the	_
1-647	1917-1920	DNA	_
1-649	1921-1926	holds	_
1-651	1927-1934	promise	_
1-653	1935-1938	for	_
1-655	1939-1945	future	_
1-657	1946-1955	treatment	_
1-659	1956-1958	of	_
1-661	1959-1964	these	_
1-663	1965-1968	and	_
1-665	1969-1974	other	_
1-667	1975-1984	disorders	_
1-669	1985-1992	related	_
1-671	1993-1995	to	_
1-673	1996-2006	imprinting	_
1-675	2007-2014	through	_
1-677	2015-2023	reversal	_
1-679	2024-2026	of	_
1-681	2027-2030	the	_
1-683	2031-2041	imprinting	_
1-685	2042-2049	process	_
1-686	2049-2050	.	_
