#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=The family on which this report is based is of interest because it contains individuals with the branchio-oto-renal (BOR) syndrome who have renal hypoplasia or malformations of the kidney or collecting system including duplication; only branchial and ear anomalies; and apparent nonpenetrance of the syndrome. This report provides evidence to support the hypothesis that in some families variable expressivity includes duplication of the urinary collecting system in individuals with other manifestations of the BOR syndrome as well as individuals with branchial and ear anomalies who have apparently normal kidneys.
1-1	0-3	The	_
1-3	4-10	family	_
1-5	11-13	on	_
1-7	14-19	which	_
1-9	20-24	this	_
1-11	25-31	report	_
1-13	32-34	is	_
1-15	35-40	based	_
1-17	41-43	is	_
1-19	44-46	of	_
1-21	47-55	interest	_
1-23	56-63	because	_
1-25	64-66	it	_
1-27	67-75	contains	_
1-29	76-87	individuals	_
1-31	88-92	with	_
1-33	93-96	the	_
1-35	97-105	branchio	_
1-36	105-106	-	_
1-37	106-109	oto	_
1-38	109-110	-	_
1-39	110-115	renal	_
1-41	116-117	(	_
1-42	117-120	BOR	_
1-43	120-121	)	_
1-45	122-130	syndrome	_
1-47	131-134	who	_
1-49	135-139	have	_
1-51	140-145	renal	HPO[0]
1-53	146-156	hypoplasia	HPO[0]
1-55	157-159	or	_
1-57	160-173	malformations	_
1-59	174-176	of	_
1-61	177-180	the	_
1-63	181-187	kidney	_
1-65	188-190	or	_
1-67	191-201	collecting	_
1-69	202-208	system	_
1-71	209-218	including	_
1-73	219-230	duplication	_
1-74	230-231	;	_
1-76	232-236	only	_
1-78	237-246	branchial	_
1-80	247-250	and	_
1-82	251-254	ear	HPO[1]
1-84	255-264	anomalies	HPO[1]
1-85	264-265	;	_
1-87	266-269	and	_
1-89	270-278	apparent	_
1-91	279-292	nonpenetrance	_
1-93	293-295	of	_
1-95	296-299	the	_
1-97	300-308	syndrome	_
1-98	308-309	.	_
1-100	310-314	This	_
1-102	315-321	report	_
1-104	322-330	provides	_
1-106	331-339	evidence	_
1-108	340-342	to	_
1-110	343-350	support	_
1-112	351-354	the	_
1-114	355-365	hypothesis	_
1-116	366-370	that	_
1-118	371-373	in	_
1-120	374-378	some	_
1-122	379-387	families	_
1-124	388-396	variable	HPO[2]
1-126	397-409	expressivity	HPO[2]
1-128	410-418	includes	_
1-130	419-430	duplication	_
1-132	431-433	of	_
1-134	434-437	the	_
1-136	438-445	urinary	_
1-138	446-456	collecting	_
1-140	457-463	system	_
1-142	464-466	in	_
1-144	467-478	individuals	_
1-146	479-483	with	_
1-148	484-489	other	_
1-150	490-504	manifestations	_
1-152	505-507	of	_
1-154	508-511	the	_
1-156	512-515	BOR	_
1-158	516-524	syndrome	_
1-160	525-527	as	_
1-162	528-532	well	_
1-164	533-535	as	_
1-166	536-547	individuals	_
1-168	548-552	with	_
1-170	553-562	branchial	_
1-172	563-566	and	_
1-174	567-570	ear	HPO[3]
1-176	571-580	anomalies	HPO[3]
1-178	581-584	who	_
1-180	585-589	have	_
1-182	590-600	apparently	_
1-184	601-607	normal	_
1-186	608-615	kidneys	_
1-187	615-616	.	_
