#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=Fifteen patients with bilateral acoustic neuromas are presented. Ten patients became symptomatic before age 21, and 9 of these patients developed additional central nervous system tumors. Cutaneous manifestations of neurofibromatosis and a positive family history of this disorder were absent in many of the patients. Most patients required multiple surgical procedures, and the timing, techniques, and results of these operations are reported. The pathogenesis of these tumors, the genetic aspects of this disorder, and potential treatment alternatives are discussed.
1-1	0-7	Fifteen	_
1-3	8-16	patients	_
1-5	17-21	with	_
1-7	22-31	bilateral	HPO[0]|HPO[1]
1-9	32-40	acoustic	HPO[1]
1-11	41-49	neuromas	HPO[1]
1-13	50-53	are	_
1-15	54-63	presented	_
1-16	63-64	.	_
1-18	65-68	Ten	_
1-20	69-77	patients	_
1-22	78-84	became	_
1-24	85-96	symptomatic	_
1-26	97-103	before	_
1-28	104-107	age	_
1-30	108-110	21	_
1-31	110-111	,	_
1-33	112-115	and	_
1-35	116-117	9	_
1-37	118-120	of	_
1-39	121-126	these	_
1-41	127-135	patients	_
1-43	136-145	developed	_
1-45	146-156	additional	_
1-47	157-164	central	HPO[2]
1-49	165-172	nervous	_
1-51	173-179	system	_
1-53	180-186	tumors	_
1-54	186-187	.	_
1-56	188-197	Cutaneous	_
1-58	198-212	manifestations	_
1-60	213-215	of	_
1-62	216-233	neurofibromatosis	HPO[3]
1-64	234-237	and	_
1-66	238-239	a	_
1-68	240-248	positive	_
1-70	249-255	family	_
1-72	256-263	history	_
1-74	264-266	of	_
1-76	267-271	this	_
1-78	272-280	disorder	_
1-80	281-285	were	_
1-82	286-292	absent	_
1-84	293-295	in	_
1-86	296-300	many	_
1-88	301-303	of	_
1-90	304-307	the	_
1-92	308-316	patients	_
1-93	316-317	.	_
1-95	318-322	Most	_
1-97	323-331	patients	_
1-99	332-340	required	_
1-101	341-349	multiple	_
1-103	350-358	surgical	_
1-105	359-369	procedures	_
1-106	369-370	,	_
1-108	371-374	and	_
1-110	375-378	the	_
1-112	379-385	timing	_
1-113	385-386	,	_
1-115	387-397	techniques	_
1-116	397-398	,	_
1-118	399-402	and	_
1-120	403-410	results	_
1-122	411-413	of	_
1-124	414-419	these	_
1-126	420-430	operations	_
1-128	431-434	are	_
1-130	435-443	reported	_
1-131	443-444	.	_
1-133	445-448	The	_
1-135	449-461	pathogenesis	_
1-137	462-464	of	_
1-139	465-470	these	_
1-141	471-477	tumors	_
1-142	477-478	,	_
1-144	479-482	the	_
1-146	483-490	genetic	_
1-148	491-498	aspects	_
1-150	499-501	of	_
1-152	502-506	this	_
1-154	507-515	disorder	_
1-155	515-516	,	_
1-157	517-520	and	_
1-159	521-530	potential	_
1-161	531-540	treatment	_
1-163	541-553	alternatives	_
1-165	554-557	are	_
1-167	558-567	discussed	_
1-168	567-568	.	_
