#FORMAT=WebAnno TSV 3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value


#Text=Gorlin syndrome is an autosomal dominant disorder that predisposes to basal cell carcinomas of the skin, ovarian fibromas, and medulloblastomas. Unlike other hereditary disorders associated with cancer, it features widespread developmental defects. To investigate the possibility that the syndrome is caused by mutation in a tumor suppressor gene, we searched for loss of heterozygosity in 16 sporadic basal cell carcinomas, 2 hereditary basal cell carcinomas, and 1 hereditary ovarian fibroma and performed genetic linkage studies in five Gorlin syndrome kindreds. Eleven sporadic basal cell carcinomas and all 3 hereditary tumors had allelic loss of chromosome 9q31, and all informative kindreds showed tight linkage between the Gorlin syndrome gene and a genetic marker in this region. Loss of heterozygosity at this chromosomal location, particularly in hereditary tumors, implies that the gene is homozygously inactivated and normally functions as a tumor suppressor. In contrast, hemizygous germline mutations lead to multiple congenital anomalies.
1-1	0-6	Gorlin	_
1-3	7-15	syndrome	_
1-5	16-18	is	_
1-7	19-21	an	_
1-9	22-31	autosomal	HPO[0]
1-11	32-40	dominant	HPO[0]
1-13	41-49	disorder	_
1-15	50-54	that	_
1-17	55-66	predisposes	_
1-19	67-69	to	_
1-21	70-75	basal	HPO[1]
1-23	76-80	cell	HPO[1]
1-25	81-91	carcinomas	HPO[1]
1-27	92-94	of	_
1-29	95-98	the	_
1-31	99-103	skin	_
1-32	103-104	,	_
1-34	105-112	ovarian	_
1-36	113-121	fibromas	_
1-37	121-122	,	_
1-39	123-126	and	_
1-41	127-143	medulloblastomas	_
1-42	143-144	.	_
1-44	145-151	Unlike	_
1-46	152-157	other	_
1-48	158-168	hereditary	_
1-50	169-178	disorders	_
1-52	179-189	associated	_
1-54	190-194	with	_
1-56	195-201	cancer	HPO[2]
1-57	201-202	,	_
1-59	203-205	it	_
1-61	206-214	features	_
1-63	215-225	widespread	_
1-65	226-239	developmental	_
1-67	240-247	defects	_
1-68	247-248	.	_
1-70	249-251	To	_
1-72	252-263	investigate	_
1-74	264-267	the	_
1-76	268-279	possibility	_
1-78	280-284	that	_
1-80	285-288	the	_
1-82	289-297	syndrome	_
1-84	298-300	is	_
1-86	301-307	caused	_
1-88	308-310	by	_
1-90	311-319	mutation	_
1-92	320-322	in	_
1-94	323-324	a	_
1-96	325-330	tumor	HPO[3]
1-98	331-341	suppressor	_
1-100	342-346	gene	_
1-101	346-347	,	_
1-103	348-350	we	_
1-105	351-359	searched	_
1-107	360-363	for	_
1-109	364-368	loss	_
1-111	369-371	of	_
1-113	372-386	heterozygosity	_
1-115	387-389	in	_
1-117	390-392	16	_
1-119	393-401	sporadic	HPO[4]
1-121	402-407	basal	HPO[5]
1-123	408-412	cell	HPO[5]
1-125	413-423	carcinomas	HPO[5]
1-126	423-424	,	_
1-128	425-426	2	_
1-130	427-437	hereditary	_
1-132	438-443	basal	HPO[6]
1-134	444-448	cell	HPO[6]
1-136	449-459	carcinomas	HPO[6]
1-137	459-460	,	_
1-139	461-464	and	_
1-141	465-466	1	_
1-143	467-477	hereditary	_
1-145	478-485	ovarian	HPO[7]
1-147	486-493	fibroma	HPO[7]|HPO[8]
1-149	494-497	and	_
1-151	498-507	performed	_
1-153	508-515	genetic	_
1-155	516-523	linkage	_
1-157	524-531	studies	_
1-159	532-534	in	_
1-161	535-539	five	_
1-163	540-546	Gorlin	_
1-165	547-555	syndrome	_
1-167	556-564	kindreds	_
1-168	564-565	.	_
1-170	566-572	Eleven	_
1-172	573-581	sporadic	HPO[9]
1-174	582-587	basal	HPO[10]
1-176	588-592	cell	HPO[10]
1-178	593-603	carcinomas	HPO[10]
1-180	604-607	and	_
1-182	608-611	all	_
1-184	612-613	3	_
1-186	614-624	hereditary	_
1-188	625-631	tumors	_
1-190	632-635	had	_
1-192	636-643	allelic	_
1-194	644-648	loss	_
1-196	649-651	of	_
1-198	652-662	chromosome	_
1-200	663-667	9q31	_
1-201	667-668	,	_
1-203	669-672	and	_
1-205	673-676	all	_
1-207	677-688	informative	_
1-209	689-697	kindreds	_
1-211	698-704	showed	_
1-213	705-710	tight	_
1-215	711-718	linkage	_
1-217	719-726	between	_
1-219	727-730	the	_
1-221	731-737	Gorlin	_
1-223	738-746	syndrome	_
1-225	747-751	gene	_
1-227	752-755	and	_
1-229	756-757	a	_
1-231	758-765	genetic	_
1-233	766-772	marker	_
1-235	773-775	in	_
1-237	776-780	this	_
1-239	781-787	region	_
1-240	787-788	.	_
1-242	789-793	Loss	_
1-244	794-796	of	_
1-246	797-811	heterozygosity	_
1-248	812-814	at	_
1-250	815-819	this	_
1-252	820-831	chromosomal	_
1-254	832-840	location	_
1-255	840-841	,	_
1-257	842-854	particularly	_
1-259	855-857	in	_
1-261	858-868	hereditary	_
1-263	869-875	tumors	_
1-264	875-876	,	_
1-266	877-884	implies	_
1-268	885-889	that	_
1-270	890-893	the	_
1-272	894-898	gene	_
1-274	899-901	is	_
1-276	902-914	homozygously	_
1-278	915-926	inactivated	_
1-280	927-930	and	_
1-282	931-939	normally	_
1-284	940-949	functions	_
1-286	950-952	as	_
1-288	953-954	a	_
1-290	955-960	tumor	HPO[11]
1-292	961-971	suppressor	_
1-293	971-972	.	_
1-295	973-975	In	_
1-297	976-984	contrast	_
1-298	984-985	,	_
1-300	986-996	hemizygous	_
1-302	997-1005	germline	_
1-304	1006-1015	mutations	_
1-306	1016-1020	lead	_
1-308	1021-1023	to	_
1-310	1024-1032	multiple	_
1-312	1033-1043	congenital	_
1-314	1044-1053	anomalies	_
1-315	1053-1054	.	_
